4/20/2014,Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Status Code,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types
ELEC,Natural Bridge - Lexington KOA,214 Kildeer Ln,,Natural Bridge,VA,24578,540-291-2770,E,Public,24 hours daily,67,21,,,,GPS,37.6767884,-79.506747,4/7/2014,60650,2014-04-07 13:46:30 UTC,P,3/7/2000,NEMA520 J1772
ELEC,DONOHOE RE SVCS,550 C St SW,,Washington,DC,20007,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.885557,-77.019317,4/20/2014,56941,2014-04-20 07:50:14 UTC,,,J1772
ELEC,JBG- Hilton Crystal City - Arlington VA,2399 Jefferson Davis Highway,,Arlington,VA,22202,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,38.852599,-77.052326,4/20/2014,50908,2014-04-20 07:13:46 UTC,,,J1772
ELEC,METRO PARK,6363 Walker Ln,,Alexandria,VA,22310,888-758-4389,E,Public,24 hours daily,3,3,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.7687738,-77.1570897,4/20/2014,47408,2014-04-20 07:56:25 UTC,,,J1772 NEMA520
ELEC,RICE,4961 Telsa Drive Suite A,,BOWIE,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9571728,-76.7074433,4/20/2014,58598,2014-04-20 07:30:52 UTC,,,J1772
ELEC,MTA,5701 Smith Ave,,Baltimore,MD,21209,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3683509,-76.652398,4/20/2014,48038,2014-04-20 07:53:26 UTC,,,NEMA520 J1772
ELEC,COLUMBIA ASSOC,5440 Old Tucker Row,,Columbia,MD,21044,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.2222479,-76.8892981,4/20/2014,51083,2014-04-20 08:04:17 UTC,,,NEMA520 J1772
ELEC,Passport Nissan - Alexandria,150 S Pickett St,,Alexandria,VA,22304,703-823-9000,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.809047,-77.12195,4/4/2014,39763,2014-04-04 19:15:20 UTC,P,3/15/2011,J1772
ELEC,JBG 1025 TJ,2931-2999 US-29,,Washington,DC,20007,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9027521,-77.0594251,4/20/2014,55673,2014-04-20 07:34:12 UTC,,,J1772
ELEC,Bel Air Nissan,1506 Bel Air Rd,,Bel Air,MD,21014,410-879-1133,E,Public - Call ahead,Dealership business hours,,1,,,,GPS,39.5065475,-76.3817272,4/4/2014,40018,2014-04-04 19:18:09 UTC,P,3/15/2011,J1772
ELEC,BRIDGEWATER,400-418 E College St,,Bridgewater,VA,22812,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.3768688,-78.967772,4/20/2014,50724,2014-04-20 08:04:18 UTC,,,NEMA520 J1772
ELEC,Hagerstown Premium Outlets - Tesla,495 Prime Outlets Blvd,I-70 Exit 29,Hagerstown,MD,21740,877-798-3752,E,Public,24 hours daily,,,6,,,200-8,39.606981,-77.734579,3/6/2014,60103,2014-03-06 17:53:17 UTC,P,1/1/2014,TESLA
ELEC,Sheehy Ford,11450 Washington Hwy,,Ashland,VA,23005,804-798-4791,E,Public,Dealership business hours,,1,,,,200-8,37.7237374,-77.4699409,12/31/2013,53998,2014-01-20 19:17:48 UTC,P,9/1/2013,J1772
ELEC,HINES,555 13th St NW,,Washington D.C.,DC,20005,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.896782,-77.029454,4/20/2014,56672,2014-04-20 07:46:44 UTC,,,NEMA520 J1772
ELEC,The Fitzgerald Parking Garage,1201 West Mt. Royal Ave.,,Baltimore,MD,21247,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.307469,-76.619217,4/20/2014,47320,2014-04-20 07:30:42 UTC,,,J1772
ELEC,Hall Ford Lincoln,12896 Jefferson Ave,,Newport News,VA,23608,757-989-5700,E,Public,Dealership business hours,,2,,,,200-8,37.1483895,-76.5278694,12/31/2013,53956,2014-01-20 18:57:50 UTC,P,10/1/2013,J1772
ELEC,CHARLES COUNTY,12480 Crain Hwy,,Newburg,MD,20664,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.3691788,-76.960556,4/20/2014,41007,2014-04-20 07:52:23 UTC,,,NEMA520 J1772
ELEC,GOSNELL PROP.,8130 Boone Blvd,,Vienna,VA,22182,888-758-4389,E,Public,24 hours daily,3,3,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9139184,-77.2266984,4/20/2014,43295,2014-04-20 07:44:21 UTC,,,NEMA520 J1772
ELEC,eVgo - Dulles Town Center Freedom Station - AeroVironment,21076 Dulles Town Cir,,Sterling,VA,20166,877-455-3833,E,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,,,1,eVgo Network,https://www.evgonetwork.com/,200-8,39.0329449,-77.4228147,3/6/2014,52554,2014-03-06 18:07:16 UTC,P,8/1/2013,CHADEMO
ELEC,Bob Davidson Ford Lincoln,1845 E Joppa Rd,,Parkville,MD,21234,410-661-6400,E,Public,Dealership business hours,,1,,,,200-8,39.399068,-76.550968,12/31/2013,53868,2014-01-20 18:39:39 UTC,P,8/1/2013,J1772
ELEC,TISHMAN SPEYER,1300 17th St N,,Arlington,VA,22209,888-758-4389,E,Public,24 hours daily,,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.893551,-77.072568,4/20/2014,51706,2014-04-20 08:04:25 UTC,,,J1772
ELEC,River House,806 Wasena Ave,,Roanoke,VA,24015,540-904-5989,E,Public,24 hours daily,,1,,,,200-8,37.263288,-79.9572759,12/31/2013,53960,2014-01-20 19:17:47 UTC,P,10/13/2013,J1772
ELEC,MICA,1401 W Mt Royal Ave,,Baltimore,MD,21217,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3090841,-76.6220595,4/20/2014,49363,2014-04-20 07:53:25 UTC,,,J1772 NEMA520
ELEC,UM PTS,120 Penn St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2862129,-76.6266327,4/20/2014,43194,2014-04-20 07:53:58 UTC,,,NEMA520 J1772
ELEC,UNDER ARMOUR,1040 Hull St,,Baltimore,MD,21230,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2756538,-76.5919113,4/20/2014,48664,2014-04-20 07:59:33 UTC,,,J1772 NEMA520
ELEC,SHIRLEN BDG,2108 Emmorton Rd,,Bel Air,MD,21015,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.498499,-76.32644,4/20/2014,51667,2014-04-20 08:03:13 UTC,,,J1772
ELEC,JBG-Fishers Lane - Rockville MD,5635 Fishers Lane,,Rockville,MD,20852,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,39.062824,-77.113928,4/20/2014,54534,2014-04-20 07:10:42 UTC,,,J1772
ELEC,BAKE,4961 Telsa Drive Suite A,,BOWIE,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9571728,-76.7074433,4/20/2014,58596,2014-04-20 07:30:52 UTC,,,J1772
ELEC,MTA,Amtrak Way,,Linthicum Heights,MD,21090,888-758-4389,E,Public,24 hours daily,5,5,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1927299,-76.6939316,4/20/2014,40028,2014-04-20 07:49:30 UTC,,,NEMA520 J1772
ELEC,350GREEN,9621 Belair Rd,,Perry Hall,MD,21128,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.4131126,-76.4629364,4/20/2014,43439,2014-04-20 07:36:14 UTC,,,J1772
ELEC,Target Building,2905 District Avenue,,Fairfax,VA,22031,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,3,,SemaCharge Network,http://www.semacharge.com/,GPS,38.872867,-77.229883,4/20/2014,53597,2014-04-20 07:30:49 UTC,,,J1772
ELEC,Rosslyn Gateway,1911 N Fort Myer Dr,Located at 1911 N Myer Building; JBG Companies,Arlington,VA,22209,888-998-2546,E,Public - Card key at all times,24 hours daily; network card required,,3,,,,GPS,38.897605,-77.072521,11/25/2013,50909,2014-01-20 19:04:15 UTC,P,2/15/2013,J1772
ELEC,TOWER COMPANIES,1707 L St NW,,Washington D.C.,DC,20036,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9039116,-77.0391312,4/20/2014,56592,2014-04-20 07:45:29 UTC,,,NEMA520 J1772
ELEC,PELL,4961 Telsa Drive Suite A,,BOWIE,MD,20715,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9571728,-76.7074433,4/20/2014,53567,2014-04-20 07:30:51 UTC,,,J1772
ELEC,Lenkin Company MGT 2201,2201 Wisconsin Ave NW,,Washington,DC,20007,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9192265,-77.0706446,4/20/2014,43241,2014-04-20 07:30:49 UTC,,,J1772
ELEC,2000 M St,2000 M Street,,Washington,DC,20036,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.905461,-77.045209,4/20/2014,43120,2014-04-20 07:30:49 UTC,,,J1772
ELEC,Washington Blvd,9711 Washingtonian Boulevard,,Gaithersburg,MD,20878,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.111969,-77.191232,4/20/2014,53568,2014-04-20 07:30:43 UTC,,,J1772
ELEC,CARCHARGING,14955 Shady Grove Rd,,Rockville,MD,20850,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.0985066,-77.1917176,4/20/2014,56129,2014-04-20 07:38:37 UTC,,,J1772
ELEC,Baltimore Washington Medical Center,300 Hospital Dr,"Chargers located on the 4th, 5th, and 6th floors of garage.",Glen Burnie,MD,21061,410-787-4412,E,Public,24 hours daily,4,,,,,200-8,39.139263,-76.62242,2/28/2013,51086,2014-01-20 18:20:57 UTC,P,12/1/2012,NEMA520
ELEC,Martin Horn,210 Carlton Rd,,Charlottesville,VA,22902,434-293-6171,E,Public,24 hours daily,,1,,,,200-8,38.023142,-78.469075,11/30/2013,53699,2014-01-20 19:17:46 UTC,P,11/25/2013,J1772
ELEC,JBG-800 Glebe,800 N. Glebe,,Arlington,VA,22203,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinknetwork.com/,GPS,38.880241,-77.114669,4/20/2014,53589,2014-04-20 07:13:10 UTC,,,J1772
ELEC,Lorien Hotel and Spa,1600 King St,,Alexandria,VA,22314,888-998-2546,E,Public - Card key at all times,24 hours daily; network card required,,2,,,,GPS,38.80598,-77.0569,11/25/2013,48796,2014-01-20 18:51:03 UTC,P,7/15/2012,J1772
ELEC,Passport Nissan Marlow Heights,4725 Auth Way,,Marlow Heights,MD,20746,301-423-8400,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,38.8244862,-76.9201447,4/4/2014,40029,2014-04-04 19:14:35 UTC,P,3/15/2011,J1772
ELEC,Johns Hopkins University,3101 Wyman Park Dr,,Baltimore,MD,21211,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,5,,SemaCharge Network,http://www.semacharge.com/,GPS,39.3259113,-76.6215812,4/20/2014,40009,2014-04-20 07:30:41 UTC,,,J1772
ELEC,CITYOFMANASSAS,9101 Prince William St,,Manassas,VA,20110,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.7495003,-77.4718323,4/20/2014,45168,2014-04-20 07:44:20 UTC,,,J1772 NEMA520
ELEC,VORNADO-CES LP,2101 L St NW,,Washington,DC,20037,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9050331,-77.0468445,4/20/2014,56526,2014-04-20 07:44:17 UTC,,,J1772 NEMA520
ELEC,Blair Shopping Center,1220 East West Highway,,Silver Spring,MD,20910,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9912205,-77.0304851,4/20/2014,40034,2014-04-20 07:30:47 UTC,,,J1772
ELEC,Days Inn Connecticut Ave,4400 Connecticut Ave NW,,Washington,DC,20008,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.94693,-77.065639,4/20/2014,43240,2014-04-20 07:30:48 UTC,,,J1772
ELEC,PARKRIDGE,10740 Parkridge Blvd,,Reston,VA,20191,888-758-4389,E,Public,24 hours daily,,5,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.945408,-77.313774,4/20/2014,52264,2014-04-20 08:03:54 UTC,,,J1772
ELEC,Olde Towne Youth Center - Gaithersburg,301 Teachers Way,,Gaithersburg,MD,20877,301-258-6374,E,Public,24 hours daily,1,,,,,200-8,39.145905,-77.189583,12/25/2012,38294,2014-01-20 18:17:44 UTC,LG,3/15/2009,NEMA520
ELEC,BALTCO REV AUTH,110 W Susquehanna Ave,,Towson,MD,21204,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3988023,-76.6061335,4/20/2014,42171,2014-04-20 07:56:04 UTC,,,J1772 NEMA520
ELEC,TOWSON,8000 York Rd,,Towson,MD,21252,888-758-4389,E,Public,24 hours daily,5,5,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.3925527,-76.6061512,4/20/2014,51987,2014-04-20 08:04:35 UTC,,,NEMA520 J1772
ELEC,UM PTS,220 Arch St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2921524,-76.6256104,4/20/2014,43192,2014-04-20 07:53:51 UTC,,,NEMA520 J1772
ELEC,MWAA-IAD,Commercial Vehicle Dr,,Dulles,VA,20166,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9534492,-77.4520416,4/20/2014,57220,2014-04-20 07:53:19 UTC,,,NEMA520 J1772
ELEC,Nissan of Chesapeake,930 Battlefield Blvd,,Chesapeake,VA,23320,757-436-4900,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,36.7537645,-76.2478,5/25/2013,47549,2014-01-20 18:51:03 UTC,P,1/31/2012,J1772
ELEC,Enterprise Rent-A-Car,4713 W Broad St,,Richmond,VA,23230,804-355-7707,E,Public - Call ahead,8am-6pm daily; open to public when not in use by customers,,2,,,,200-8,37.57969,-77.4914,8/25/2012,43294,2014-01-20 18:49:02 UTC,P,12/15/2011,J1772
ELEC,COLUMBIA ASSOC,7060 Deepage Dr,,Columbia,MD,21045,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1774468,-76.8379396,4/20/2014,60278,2014-04-20 08:05:32 UTC,,,NEMA520 J1772
ELEC,"Walgreens - Glen Burnie, MD #7554",7901 Ritchie Highway,,Glen Burnie,MD,21061,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.2004244,-76.613486,4/20/2014,42986,2014-04-20 07:30:46 UTC,,,J1772
ELEC,UM PTS,5 N Paca St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.2893493,-76.6222677,4/20/2014,43190,2014-04-20 07:53:59 UTC,,,NEMA520 J1772
ELEC,"Walgreens - Baltimore, MD #5331",8050 Liberty Rd,,Baltimore,MD,21244,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.354115,-76.756714,4/20/2014,42976,2014-04-20 07:30:40 UTC,,,J1772
ELEC,MOMS ORGANICMKT,20 W Ridgely Rd,,Lutherville-Timonium,MD,21093,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.4300947,-76.6215747,4/20/2014,39616,2014-04-20 07:49:20 UTC,,,NEMA520 J1772
ELEC,Charles Barker Nissan,1250 N Military Hwy,,Norfolk,VA,23502,757-284-3140,E,Public - Call ahead,Dealership business hours,,1,,,,GPS,36.86564,-76.2106,12/25/2013,47565,2014-01-20 18:48:44 UTC,P,1/31/2012,J1772
ELEC,LOUDOUN COUNTY,E Colonial Hwy,,Hamilton,VA,20158,888-758-4389,E,Public,24 hours daily,5,5,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1360054,-77.636795,4/20/2014,40381,2014-04-20 07:42:26 UTC,,,NEMA520 J1772
ELEC,Shell,600 N Main St,,Blacksburg,VA,24060,540-951-7398,E,Public,24 hours daily; pay lot,,1,,,,200-8,37.2333,-80.4178,12/31/2013,54004,2014-01-20 19:30:40 UTC,P,10/1/2013,J1772
ELEC,Mount Washington Campus,5801 Smith Avenue Suite 1100,,Baltimore,MD,21209,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,6,,SemaCharge Network,http://www.semacharge.com/,GPS,39.3700905,-76.6554704,4/20/2014,60070,2014-04-20 07:30:40 UTC,,,J1772
ELEC,JBG - Reston Westin - Reston VA,11750 Sunrise Valley Drive,,Reston,VA,20191,888-998-2546,E,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,Blink Network,http://www.blinknetwork.com/,GPS,38.950466,-77.351688,4/20/2014,49485,2014-04-20 07:10:27 UTC,,,J1772
ELEC,GEORGE MASON U,3351N Fairfax Dr,,Arlington,VA,22201,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.8848236,-77.1008022,4/20/2014,49750,2014-04-20 07:53:35 UTC,,,J1772 NEMA520
ELEC,UMD COLLEGEPARK,Library Ln,,College Park,MD,20740,888-758-4389,E,Public,24 hours daily,3,3,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9882507,-76.9455338,4/20/2014,38868,2014-04-20 07:49:43 UTC,,,NEMA520 J1772
ELEC,Holiday Inn Washington DC-Central/White House,1501 Rhode Island Avenue NW,,Washington,DC,20005,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.9079994,-77.0347353,4/20/2014,49166,2014-04-20 07:30:50 UTC,,,J1772
ELEC,Beacon Hill Apartments,3100 Southgate Drive,,Alexandria,VA,22306,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,38.7748131,-77.0849061,4/20/2014,58609,2014-04-20 07:30:53 UTC,,,J1772
ELEC,350GREEN,2204 N Rolling Rd,,Woodlawn,MD,21244,888-758-4389,E,Public,24 hours daily,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.3202286,-76.7584457,4/20/2014,42977,2014-04-20 07:36:14 UTC,,,J1772
ELEC,"Walgreens - Glen Burnie, MD #9028",6700 Ritchie Highway,,Glen Burnie,MD,21061,800-663-5633,E,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,39.1938043,-76.6135573,4/20/2014,42987,2014-04-20 07:30:46 UTC,,,J1772
ELEC,BALTIMORE CITY,400 W Lexington St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.2913391,-76.6212304,4/20/2014,43188,2014-04-20 07:51:49 UTC,,,NEMA520 J1772
ELEC,UMD COLLEGEPARK,Regents Dr,,College Park,MD,20740,888-758-4389,E,Public,24 hours daily,3,3,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9898224,-76.9410324,4/20/2014,38869,2014-04-20 07:49:53 UTC,,,NEMA520 J1772
ELEC,ARUNDEL MILLS,7522 Teague Rd,,Hanover,MD,21076,888-758-4389,E,Public,24 hours daily,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.1559067,-76.7172165,4/20/2014,36363,2014-04-20 07:47:09 UTC,,,NEMA520
ELEC,Len Stoler Nissan,11405 Reisterstown Rd,,Owings Mills,MD,21117,410-356-7000,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.438379,-76.802471,4/4/2014,47702,2014-04-04 19:14:15 UTC,P,1/31/2012,J1772
ELEC,Wolf Trap - Filene Center,1551 Trap Rd,,Vienna,VA,22182,703-255-1900,E,Public - Call ahead,,,,,,,200-8,38.9365408,-77.2644698,7/31/2012,48596,2014-01-20 18:40:22 UTC,FG,8/1/2012,
ELEC,Bob Bell Nissan,7900 Eastern Ave,,Baltimore,MD,21224,410-288-2500,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.2961836,-76.5092966,4/4/2014,47686,2014-04-04 19:14:05 UTC,P,1/31/2012,J1772
ELEC,1400 Eye Street,1400 I Street NW,,Washington,DC,20005,800-663-5633,E,Public - Card key at all times,MO: 12 hours; TU: 12 hours; WE: 12 hours; TH: 12 hours; FR: 12 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.901006,-77.032358,4/20/2014,53557,2014-04-20 07:30:51 UTC,,,J1772
ELEC,LENKIN CO 1133,1133 Connecticut Ave NW,,Washington,DC,20036,888-758-4389,E,Public,24 hours daily,2,2,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9050691,-77.0415421,4/20/2014,56565,2014-04-20 07:44:57 UTC,,,J1772 NEMA520
ELEC,Halstead Square,2750 Gallows Road,,Vienna,VA,22180,800-663-5633,E,Public - Card key at all times,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,1,,SemaCharge Network,http://www.semacharge.com/,GPS,38.8786822,-77.228186,4/20/2014,40770,2014-04-20 07:30:48 UTC,,,J1772
ELEC,Homewood Suites,2306 India Rd,,Charlottesville,VA,22901,,P,PLANNED - not yet accessible (Public),,,,1,,,200-8,38.0625775,-78.4899677,3/6/2014,60609,2014-03-06 18:14:15 UTC,P,,CHADEMO
ELEC,Ashland Town Hall,200 S Rail Road Ave,,Ashland,VA,23005,804-798-9219,E,Public,24 hours daily,,1,,,,200-8,37.7583252,-77.4813714,6/30/2013,52262,2014-01-20 18:57:46 UTC,LG,4/1/2013,J1772
ELEC,MOMS ORGANICMKT,424 Elden St,,Herndon,VA,20170,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9691353,-77.3744354,4/20/2014,42213,2014-04-20 07:50:30 UTC,,,NEMA520 J1772
ELEC,Park 'N Fly,6380 Miller Rd,,Richmond,VA,23231,604-270-9476,E,Public,24 hours daily,,1,,,,200-8,37.490696,-77.35057,,61141,2014-04-09 20:03:43 UTC,P,4/1/2014,J1772
ELEC,Antwerpen Nissan - Clarksville,12451 Auto Dr,,Clarksville,MD,21029,410-531-5703,E,Public - Call ahead,Dealership business hours,,1,,,,200-8,39.213077,-76.944264,4/4/2014,47690,2014-04-04 19:15:47 UTC,P,1/31/2012,J1772
ELEC,The Frederick Motor Company,1 Waverley Dr,,Frederick,MD,21702,301-663-6111,E,Public,24 hours daily,,2,,,,200-8,39.422815,-77.4597204,5/31/2013,51982,2014-01-20 18:36:09 UTC,P,2/1/2013,J1772
ELEC,Sheehy Nissan - Springfield,6727 Loisdale Rd,,Springfield,VA,22150,703-922-7900,E,Public - Call ahead,Dealership business hours,,1,,,,GPS,38.771228,-77.180533,4/4/2014,47571,2014-04-04 19:16:32 UTC,P,1/31/2012,J1772
ELEC,BALTIMORE CITY,11 S Eutaw St,,Baltimore,MD,21201,888-758-4389,E,Public,24 hours daily,1,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.2883835,-76.620369,4/20/2014,40014,2014-04-20 07:51:57 UTC,,,NEMA520 J1772
ELEC,Sheehy Nissan - Richmond,11401 W Broad St,,Richmond,VA,23233,804-346-4200,E,Public - Call ahead,Dealership business hours,,1,,,,GPS,37.650319,-77.609022,12/25/2013,47567,2014-01-20 18:42:24 UTC,P,1/31/2012,J1772
ELEC,SHA - Hartford County,1400 Belcamp Road,,Belcamp,MD,21017,800-663-5633,E,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,2,,SemaCharge Network,http://www.semacharge.com/,GPS,39.483421,-76.247386,4/20/2014,53566,2014-04-20 07:30:41 UTC,,,J1772
